8000	10000	12000	14000	16000	18000	20000	22000	24000	26000	28000	30000	32000	34000	36000	38000	40000	
8679.4	13657.1	19438.5	26795.6	35132.7	43646.4	53577.8	64872.4	77278.8	90621.7	105357	120595	137144	154864	173561	193415	214658	
