1000	1500	2000	2500	3000	3500	4000	4500	5000	5500	6000	6500	7000	7500	8000	
215.033	477.2	846.567	1321.77	1900.03	2662	3415.5	4283.47	5286.7	6458	7584.83	8984.8	10484.2	12948.4	14863.3	
