500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
161.933	207.567	258.267	320.7	399.7	478.433	555	625.733	723.3	836.333	923.4	1074.2	1204.03	1330.37	1411	1587.5	1768.83	1891.7	2110.3	2271.67	2462.4	2606.63	2743.83	2941.33	3178.5	3511.77	3655.6	3988.3	4261.93	4498.33	4797.87	5006.87	5277.17	5640	6020.3	6319.97	
