8000	10000	12000	14000	16000	18000	20000	22000	24000	26000	28000	30000	32000	34000	36000	38000	40000	
3	4	5	6	7	8	9.03333	9.83333	10.0333	11.4	12	13.0667	14	15.1333	15.6667	16.0667	17.2333	
