500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
113	161.233	221.233	275.567	355.633	434.867	529.1	637.267	752.533	868.967	1001.97	1109.77	1269.97	1415.47	1545.1	1764.8	1946.13	2069.4	2248.5	2527.57	2767.77	2986.57	3161.27	3431.53	3616.07	3866.13	4193.67	4397.8	4633.73	5049.77	5420.2	5727.3	5855.67	6186.93	6583.2	6928.53	
