500	700	900	1100	1300	1500	1700	1900	2100	2300	2500	2700	2900	3100	3300	3500	3700	3900	4100	4300	4500	4700	4900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
