500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
70.7	97.7	128.733	164.3	205.2	248.967	298.033	353.567	407.1	472.467	550.4	607.333	677.1	757.1	839.267	924.833	1015.83	1113.33	1209.77	1314.23	1422.13	1534.9	1656.63	1770.63	1895.17	2022.67	2165.07	2301.87	2435.1	2706.77	2853.13	2934.87	3044.23	3316.47	3582.07	3648.27	
